Title;Book Author;Book Narrator;audioRuntime;Categories;average_rating;ratings_count;price;audioRuntime_converted;average_rating_converted;ratings_count_converted;category_converted
Is Everyone Hanging Out Without Me? (And Other Concerns);Mindy Kaling;Mindy Kaling;04.37;Arts & Entertainment;4.3;15851;11;3;4;4;1
Is This Anything?;Jerry Seinfeld;Jerry Seinfeld;06.19;Arts & Entertainment;4.4;1718;10;3;4;3;1
Bossypants;Tina Fey;Tina Fey;05.32;Arts & Entertainment;4.5;57115;12;3;4;5;1
Don't Stop Believin';Olivia Newton-John;Olivia Newton-John;07.27;Arts & Entertainment;4.6;497;9;3;4;2;1
Stories I Only Tell My Friends;Rob Lowe;Rob Lowe;09.10;Arts & Entertainment;4.6;10562;11;3;4;4;1
Storyworthy;Matthew Dicks;Matthew Dicks;10.01;Arts & Entertainment;4.6;485;9;3;4;2;1
Billie Eilish;Billie Eilish;Billie Eilish;01.52;Arts & Entertainment;4.7;323;8;2;4;2;1
Minor Feelings;Cathy Park Hong;Cathy Park Hong;06.52;Arts & Entertainment;4.7;628;9;3;4;2;1
No Rules Rules;Reed Hastings;Jason Culp;09.42;Arts & Entertainment;4.7;1694;10;3;4;3;1
The Chris Farley Show;Tom Farley;Therese Plummer;09.51;Arts & Entertainment;4.7;1754;10;3;4;3;1
LOL: Funny Jokes and Riddles for Kids;Johnny B. Laughing;Justin James;0.16;Arts & Entertainment;4.8;10;6;1;4;1;1
The Ride of a Lifetime;Robert Iger;Jim Frangione;08.45;Arts & Entertainment;4.8;12153;11;3;4;4;1
The Heroin Diaries: 10 Year Anniversary Edition;Nikki Sixx;Nikki Sixx;11.11;Arts & Entertainment;4.8;3341;10;3;4;3;1
Open Book;Jessica Simpson;Jessica Simpson;11.22;Arts & Entertainment;4.8;10158;11;3;4;4;1
All You Need to Know About the Music Business;Donald S. Passman;Fred Sanders;20.28;Arts & Entertainment;4.8;95;9;4;4;1;1
Sunshine Girl;Julianna Margulies;Julianna Margulies;08.17;Arts & Entertainment;4.9;148;9;3;4;2;1
Born a Crime;Trevor Noah;Trevor Noah;08.44;Arts & Entertainment;4.9;182445;12;3;4;5;1
Broken Horses;Brandi Carlile;Brandi Carlile;10.03;Arts & Entertainment;4.9;947;9;3;4;2;1
